GeneName	ProteinName	UniprotID	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Sdhb 	 succinate dehydrogenase 	 Q9CQA3 	67.48	523002.9	22	12	43.97	282
 Cux1 	 protein CASP isoform c 	 P53564 	119.21	529119.4	30	19	17.48	1613
 Anp32e 	 acidic leucine-rich nuclear phosphoprotein 32 family member E 	 P97822 	41.1	530273.1	16	5	23.46	260
 Sept9 	 septin-9 isoform a 	 Q80UG5 	85.34	530442.3	31	16	32.59	583
 Akr1b3 	 aldose reductase 	 P45376 	48.29	530932.3	16	12	37.97	316
 Tsc22d4 	 TSC22 domain family protein 4 isoform 2 	 Q9EQN3 	31.68	532796.9	14	6	21.71	387
 Erp29 	 endoplasmic reticulum resident protein 29 precursor 	 P57759 	71.23	533611.9	28	13	57.25	262
 Ranbp1 	 ran-specific GTPase-activating protein 	 P34022 	41.5	534740	23	6	45.81	203
 Cdk6 	 cyclin-dependent kinase 6 	 Q64261 	90.96	535155.4	25	13	49.39	326
 Eef1b2 	 elongation factor 1-beta 	 O70251 	44.9	535815.7	16	8	52	225
 Uqcrc2 	" cytochrome b-c1 complex subunit 2, mitochondrial precursor "	 Q9DB77 	98.28	536608.6	19	12	38.41	453
 Lgals9 	 galectin-9 isoform 1 	 O08573 	60.11	536635	16	8	25.21	353
 Acadvl 	" very long-chain specific acyl-CoA dehydrogenase, mitochondrial "	 P50544 	124.52	536906.2	32	16	37.2	656
 Psmd11 	 26S proteasome non-ATPase regulatory subunit 11 	 Q8BG32 	102.76	537767.6	27	15	42.18	422
 Sart3 	 squamous cell carcinoma antigen recognized by T-cells 3 	 Q9JLI8 	107.42	538196.4	38	20	29.31	962
 U2surp 	 U2 snRNP-associated SURP motif-containing protein isoform 1 	 Q6NV83 	79.7	539962.3	38	17	17.88	1029
 Copa 	 coatomer subunit alpha 	 Q8CIE6 	89.19	542823.4	40	21	23.04	1224
 Paics 	 multifunctional protein ADE2 	 Q9DCL9 	84.77	543847.6	29	15	39.53	425
 Slk 	 STE20-like serine/threonine-protein kinase isoform 2 	 O54988 	111.27	544273.3	31	18	19.97	1202
 Rad50 	 DNA repair protein RAD50 	 Q5SV02 	102.29	544972.3	36	20	20.12	1312
 Ass1 	 argininosuccinate synthase 	 P16460 	48.97	545111.5	22	12	26.7	412
 Ddx6 	 probable ATP-dependent RNA helicase DDX6 	 P54823 	97.35	545468.5	30	15	37.27	483
 Lrrfip1 	 PREDICTED: leucine-rich repeat flightless-interacting protein 1 	 nan 	94.97	545580.7	38	16	25.63	999
 Khdrbs1 	" KH domain-containing, RNA-binding, signal transduction-associated "	 Q60749 	43.81	545739.1	24	6	21.9	443
 Ddb1 	 DNA damage-binding protein 1 	 Q3U1J4 	104.24	546159.8	32	23	25.44	1140
 Luc7l2 	 putative RNA-binding protein Luc7-like 2 isoform 1 	 Q7TNC4 	72.25	546607.6	27	13	35.46	392
 Bclaf1 	 bcl-2-associated transcription factor 1 isoform 1 	 Q8K019 	79.92	547189.4	31	17	22.42	919
 Eif3l 	 eukaryotic translation initiation factor 3 subunit L 	 Q8QZY1 	111.02	547636	32	19	37.94	564
 Rps6 	 40S ribosomal protein S6 	 P62754 	58.71	547718.8	22	8	25.7	249
 Cops4 	 COP9 signalosome complex subunit 4 	 O88544 	125.37	547942.1	28	16	48.28	406
 Vdac1 	 voltage-dependent anion-selective channel protein 1 	 Q60932 	88.79	548998.7	28	14	58.66	283
 Rps13 	 40S ribosomal protein S13 	 P62301 	48.94	550072.8	23	8	49.67	151
 Psmc6 	 26S protease regulatory subunit 10B 	 P62334 	106.63	550861.9	26	15	50.13	389
 Ifi47 	 interferon gamma inducible protein 47 	 Q61635 	108.26	550916.5	32	14	43.33	420
 Gnai2 	 guanine nucleotide-binding protein G(i) subunit alpha-2 	 P08752 	102.17	551272.7	29	16	46.2	355
 Car1 	 carbonic anhydrase 1 	 P13634 	88.4	551471.8	23	12	65.9	261
 Rps7 	 40S ribosomal protein S7 	 P62082 	59.31	553469.8	27	11	60.82	194
 Fmnl1 	 formin-like protein 1 isoform 2 	 Q9JL26 	99.03	553509.1	31	18	20.11	1094
 Rpl23 	 60S ribosomal protein L23 	 P62830 	42.51	553735.7	25	7	49.29	140
 Eif3c 	 eukaryotic translation initiation factor 3 subunit C 	 Q8R1B4 	106.14	553750.4	26	18	20.53	911
 Lgals1 	 galectin-1 	 P16045 	35.26	553865.5	20	5	51.11	135
 Rnmt 	 mRNA cap guanine-N7 methyltransferase isoform 1 	 Q9D0L8 	93.96	554504	39	16	45.59	465
 Coro7 	 coronin-7 	 Q9D2V7 	133.94	555001.7	32	20	32.21	922
 Vcl 	 vinculin 	 Q64727 	78.91	555757.4	33	19	22.7	1066
 Calu 	 calumenin isoform 1 precursor 	 O35887 	60.41	555812.7	23	10	40.95	315
 Txndc5 	 thioredoxin domain-containing protein 5 isoform 1 precursor 	 Q91W90 	77.17	557028.8	25	12	36.69	417
 Rab11b 	 ras-related protein Rab-11B 	 P46638 	51.56	557710.3	20	9	47.25	218
 Ogt 	 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 	 Q8CGY8 	123.89	558355.6	34	19	28.19	1036
 Atrx 	 transcriptional regulator ATRX 	 Q61687 	112.76	558806.4	40	29	14.58	2476
 Xrn2 	 5'-3' exoribonuclease 2 	 Q9DBR1 	84.81	558928.6	31	16	21.77	951
 Dnaja2 	 dnaJ homolog subfamily A member 2 	 Q9QYJ0 	81.14	560050.2	35	14	35.68	412
 Rars 	" arginine--tRNA ligase, cytoplasmic "	 Q9D0I9 	98	561963.3	28	19	35.45	660
 Rpl27a 	 60S ribosomal protein L27a 	 P14115 	32.73	562951.9	15	6	31.08	148
 Mars 	" methionine--tRNA ligase, cytoplasmic isoform 1 "	 Q68FL6 	120.84	564696.5	31	19	24.84	910
 Polr2a 	 DNA-directed RNA polymerase II subunit RPB1 	 P08775 	93.04	565925.5	31	17	12.08	1970
 Hmha1 	 minor histocompatibility protein HA-1 isoform 1 	 Q3TBD2 	95.1	566226.6	35	17	19.35	1116
 Smarca4 	 transcription activator BRG1 isoform 1 	 Q3TKT4 	89.13	566922.8	30	16	12.31	1617
 Puf60 	 poly(U)-binding-splicing factor PUF60 isoform a 	 Q3UEB3 	84.39	568485.4	35	17	38.48	564
 Fubp1 	 PREDICTED: far upstream element-binding protein 1 isoform X10 	 Q91WJ8 	71.15	569252.6	32	14	25.81	651
 Prdx3 	" thioredoxin-dependent peroxide reductase, mitochondrial precursor "	 P20108 	62.67	570164.9	25	8	40.86	257
 Api5 	 apoptosis inhibitor 5 isoform 2 	 O35841 	91.78	571775.1	20	12	27.98	504
 Tmsb4x 	 thymosin beta-4 	 P20065 	26.82	574163	15	3	61.36	44
 Rbm25 	 RNA-binding protein 25 	 B2RY56 	110.6	574219.1	34	17	23.39	838
 Lman2 	 vesicular integral-membrane protein VIP36 precursor 	 Q9DBH5 	63.33	576757	28	13	38.83	358
 Napa 	 alpha-soluble NSF attachment protein 	 Q9DB05 	100.86	576758.6	32	15	51.53	295
 Ptges3 	 prostaglandin E synthase 3 	 Q9R0Q7 	44.16	577260	22	6	38.12	160
 Pitrm1 	" presequence protease, mitochondrial precursor "	 Q8K411 	118	578321.7	34	18	24.03	1036
 Edc4 	 enhancer of mRNA-decapping protein 4 isoform 1 	 Q3UJB9 	130.18	578581.2	33	15	17.92	1406
 Eif3i 	 eukaryotic translation initiation factor 3 subunit I 	 Q9QZD9 	75.12	582065.5	26	14	61.54	325
 Aimp1 	 aminoacyl tRNA synthase complex-interacting multifunctional protein 	 Q3UZG4 	98.14	582860.7	31	12	54.86	319
 COX2 	 cytochrome c oxidase subunit II (mitochondrion) 	 P00405 	43.65	583748.5	18	5	23.35	227
 Cbx5 	 chromobox protein homolog 5 	 Q61686 	57.9	585012	22	9	50.26	191
 Ak2 	" adenylate kinase 2, mitochondrial isoform b "	 Q9WTP6 	78.72	585413.2	29	11	56.03	232
 Dek 	 protein DEK 	 Q7TNV0 	73.08	586217.1	28	12	21.84	380
 Rap1b 	 ras-related protein Rap-1b precursor 	 Q99JI6 	53.68	587524.7	19	10	44.02	184
 Atp2a3 	 sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform b 	 Q64518 	125.3	587634.4	35	21	25.72	1038
 Psip1 	 PC4 and SFRS1-interacting protein isoform 1 	 Q99JF8 	73.99	589750.9	30	14	31.44	528
 Rps28 	 40S ribosomal protein S28 	 P62858 	57.23	590005	24	8	56.52	69
 Gstm1 	 glutathione S-transferase Mu 1 	 P10649 	65.52	590659.9	24	14	63.76	218
 Pgd 	" 6-phosphogluconate dehydrogenase, decarboxylating "	 Q9DCD0 	91.31	591134.2	26	14	31.06	483
 Lsp1 	 lymphocyte-specific protein 1 isoform 1 	 P19973 	78.31	591527.4	30	10	46.36	330
 Taldo1 	 transaldolase 	 Q93092 	71.51	594819.5	31	17	38.87	337
 Pola1 	 DNA polymerase alpha catalytic subunit 	 P33609 	135.49	596128.1	32	20	18.36	1465
 Calm2 	 calmodulin 	 P0DP26 	44.21	596356.8	25	10	45.64	149
 Vrk1 	 serine/threonine-protein kinase VRK1 isoform a 	 Q80X41 	46.51	601121.1	30	13	27.5	440
 Polr2b 	 DNA-directed RNA polymerase II subunit RPB2 	 Q8CFI7 	106.21	601141.3	34	21	24.45	1174
 Pold1 	 DNA polymerase delta catalytic subunit 	 P52431 	113.84	601310.8	35	22	24.89	1105
 Txnl1 	 thioredoxin-like protein 1 	 Q8CDN6 	105.48	602829.4	29	13	50.86	289
 Hnrnpul1 	 heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform 1 	 Q8VDM6 	93.05	602971.2	33	13	19.44	859
 Ckap5 	 cytoskeleton-associated protein 5 isoform 2 	 A2AGT5 	110.54	603603.2	39	27	15.96	2011
 H2-K1 	" H-2 class I histocompatibility antigen, K-W28 alpha chain isoform 1 "	 P01901 	70.38	604158.1	25	10	39.3	369
 Ywhag 	 14-3-3 protein gamma 	 P61982 	65.74	604510.7	20	8	36.84	247
 Rprd1b 	 regulation of nuclear pre-mRNA domain-containing protein 1B isoform 	 Q9CSU0 	80.15	605395.3	28	12	40.8	326
 Snx1 	 sorting nexin-1 	 Q9WV80 	98.09	607056	25	16	36.85	521
 Clint1 	 clathrin interactor 1 	 Q3UPG6 	91.89	608710.5	24	16	26.48	623
 Pdcd6ip 	 programmed cell death 6-interacting protein isoform 1 	 Q9WU78 	134.11	612225.9	34	19	29.18	874
 Nudc 	 nuclear migration protein nudC 	 O35685 	91.75	613298	27	17	57.23	332
 Cat 	 catalase 	 P24270 	108.14	613498.6	31	16	44.59	527
 Eif3d 	 eukaryotic translation initiation factor 3 subunit D 	 O70194 	95.11	615467.1	28	15	37.96	548
 Hk2 	 hexokinase-2 	 O08528 	83.48	616033.1	33	14	19.52	917
 Cox4i1 	" cytochrome c oxidase subunit 4 isoform 1, mitochondrial isoform 1 "	 P19783 	53.76	616199.7	24	8	42.23	206
 Hist1h1a 	 histone H1.1 	 P43275 	63.21	618251.4	20	6	25.82	213
 Hk3 	 hexokinase-3 isoform 1 	 Q3TRM8 	145.83	619408.9	28	17	23.97	922
 AI314180 	 proteasome-associated protein ECM29 homolog 	 Q6PDI5 	156.99	620468	41	23	16.52	1840
 Msh2 	 DNA mismatch repair protein Msh2 	 P43247 	93.54	621192.1	33	20	25.78	935
 Mta2 	 metastasis-associated protein MTA2 	 Q9R190 	117.37	623518.3	36	21	31.29	668
 Psmc2 	 26S protease regulatory subunit 7 	 Q8BVQ9 	92.95	625215.2	29	18	43.16	475
 Il16 	 pro-interleukin-16 	 O54824 	93.58	626133.8	26	18	17.55	1322
 Hnrnpa0 	 heterogeneous nuclear ribonucleoprotein A0 	 Q9CX86 	77.72	626788.9	27	7	38.36	305
 Psma5 	 proteasome subunit alpha type-5 	 Q9Z2U1 	70.39	629379.2	26	8	45.64	241
 Usp5 	 ubiquitin carboxyl-terminal hydrolase 5 isoform 1 	 P56399 	132.14	629748.7	38	24	31.93	858
 Rpl31 	 60S ribosomal protein L31 	 P62900 	44.14	632823.5	19	8	52	125
 Btf3 	 transcription factor BTF3 isoform 2 	 Q64152 	36.46	633054.6	45	9	60.49	162
 Rps18 	 40S ribosomal protein S18 	 P62270 	59.77	633702.7	34	13	61.18	152
 Fh1 	" fumarate hydratase, mitochondrial precursor "	 P97807 	102.57	633867.4	32	13	41.22	507
 Snx5 	 sorting nexin-5 	 Q9D8U8 	80.79	637554.5	38	17	48.76	404
 Mogs 	 mannosyl-oligosaccharide glucosidase 	 Q80UM7 	114.68	638325.1	34	17	26.26	834
 Supt5 	 transcription elongation factor SPT5 	 O55201 	107.9	638797	39	16	21.26	1082
 Rps19 	 40S ribosomal protein S19 	 Q9CZX8 	42.26	639910.5	25	8	42.07	145
 Gtf2b 	 transcription initiation factor IIB 	 P62915 	37.22	641078.5	14	7	30.7	316
 Sumo3 	 small ubiquitin-related modifier 3 isoform 1 precursor 	 Q9Z172 	25.88	643695.8	20	5	32.73	110
 Nop2 	 probable 28S rRNA (cytosine-C(5))-methyltransferase 	 E9QN31 	114.93	644595.1	35	17	25.82	794
 Hmgn5 	 high mobility group nucleosome-binding domain-containing protein 5 	 Q9JL35 	64.99	644964.7	31	11	41.87	406
 Dkc1 	 H/ACA ribonucleoprotein complex subunit 4 	 Q9ESX5 	94.73	647354.2	32	12	29.47	509
 Psma7 	 proteasome subunit alpha type-7 isoform 1 	 Q9Z2U0 	86.13	649065.1	27	10	42.34	248
 Hspe1 	" 10 kDa heat shock protein, mitochondrial "	 Q64433 	41.81	649398.5	23	8	58.82	102
 Dnaja1 	 dnaJ homolog subfamily A member 1 	 P63037 	111.26	653153.9	26	15	37.28	397
 Csrp1 	 cysteine and glycine-rich protein 1 	 P97315 	58.27	653195.6	29	9	53.89	193
 Elmo1 	 engulfment and cell motility protein 1 isoform 3 	 Q8BPU7 	91.18	653856.4	38	19	30.95	727
 Supt16 	 FACT complex subunit SPT16 	 Q920B9 	109.61	656563.9	32	20	20.82	1047
 Rpl19 	 60S ribosomal protein L19 isoform 1 	 P84099 	41.96	656686.9	22	6	22.96	196
 Snrpd2 	 small nuclear ribonucleoprotein Sm D2 	 P62317 	51.91	657467.8	23	10	57.63	118
 Mat2a 	 S-adenosylmethionine synthase isoform type-2 	 Q3THS6 	73.31	658157.8	24	10	31.39	395
 Uhrf1 	 E3 ubiquitin-protein ligase UHRF1 isoform A 	 Q8VDF2 	123.53	658229.8	36	19	27.75	782
 Sf1 	 PREDICTED: splicing factor 1 isoform X2 	 nan 	118.48	658297.8	29	16	29.62	611
 Rtcb 	 tRNA-splicing ligase RtcB homolog 	 Q99LF4 	87.5	658423.4	34	18	40.4	505
 Naca 	 nascent polypeptide-associated complex subunit alpha isoform a 	 P70670 	63.93	658708.7	18	8	4.66	2187
 Nup98 	 nuclear pore complex protein Nup98-Nup96 isoform 1 precursor 	 Q6PFD9 	105.58	659169.9	38	20	14.21	1816
 Plcg2 	" 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 "	 Q8CIH5 	144.96	662382.5	37	25	26.96	1265
 Acads 	" short-chain specific acyl-CoA dehydrogenase, mitochondrial "	 Q07417 	109.24	663150.1	36	16	43.93	412
 Rbm39 	 RNA-binding protein 39 isoform a 	 Q8VH51 	109.06	663263	29	15	27.74	530
 Myo1g 	 unconventional myosin-Ig 	 Q5SUA5 	102.72	663330.2	35	20	22.95	1024
 Tomm70a 	 mitochondrial import receptor subunit TOM70 	 Q9CZW5 	87.6	664027.8	28	16	34.37	611
 Fth1 	 ferritin heavy chain 	 P09528 	55.18	664479.5	22	8	43.96	182
 Rpl8 	 60S ribosomal protein L8 	 P62918 	40.43	665037.4	31	7	21.01	257
 Got2 	" aspartate aminotransferase, mitochondrial "	 P05202 	91.81	665476.9	26	15	30.47	430
 Metap2 	 methionine aminopeptidase 2 	 O08663 	105.22	668881.4	36	18	42.68	478
 Gpx1 	 glutathione peroxidase 1 	 P11352 	73.28	670190.4	27	13	78.61	201
 Alyref 	 THO complex subunit 4 	 O08583 	77.57	671454.4	25	10	39.22	255
 Txn1 	 thioredoxin 	 P10639 	39.1	671569.8	23	7	48.57	105
 Etfb 	 electron transfer flavoprotein subunit beta 	 Q9DCW4 	91.27	673519.3	33	13	51.37	255
 Top1 	 DNA topoisomerase 1 	 Q04750 	90.28	674276.4	29	18	25.55	767
 Fermt3 	 fermitin family homolog 3 	 Q8K1B8 	124.35	675254.9	33	19	38.8	665
 Eci1 	" enoyl-CoA delta isomerase 1, mitochondrial precursor "	 P42125 	66.66	678059.2	28	9	30.45	289
 Rps14 	 40S ribosomal protein S14 	 P62264 	59.25	679166.7	25	7	39.07	151
 Erap1 	 endoplasmic reticulum aminopeptidase 1 precursor 	 Q9EQH2 	103.44	679215.2	32	15	21.29	930
 Srrt 	 serrate RNA effector molecule homolog isoform 1 	 Q99MR6 	116.61	679880.4	38	18	24.23	875
 Sfxn1 	 sideroflexin-1 	 Q99JR1 	81.5	681450.7	21	11	43.79	322
 Pds5a 	 sister chromatid cohesion protein PDS5 homolog A 	 E9QPI5 	133.39	683176.1	43	25	24.32	1332
 Arid1a 	 PREDICTED: AT-rich interactive domain-containing protein 1A isoform 	 E9QAQ7 	148.4	683931.6	46	26	16.35	2287
 Cand1 	 cullin-associated NEDD8-dissociated protein 1 	 Q6ZQ38 	138.91	684860	35	24	22.76	1230
 Iars 	" isoleucine--tRNA ligase, cytoplasmic "	 Q8BU30 	139.19	695772.5	46	26	26.15	1262
 Ssb 	 lupus La protein homolog 	 P32067 	97.7	699653.3	36	17	41.69	415
 Ndufs1 	" NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial "	 Q91VD9 	159.65	700786	43	26	48.42	727
 Snw1 	 SNW domain-containing protein 1 	 Q9CSN1 	110.99	700814.7	36	18	42.72	536
 Ptprc 	 receptor-type tyrosine-protein phosphatase C isoform 1 precursor 	 P06800 	95.16	702018.4	37	18	18.48	1293
 Rps17 	 40S ribosomal protein S17 	 P63276 	66.2	708864.9	25	7	50.37	135
 Hk1 	 PREDICTED: hexokinase-1 isoform X1 	 P17710 	123.17	710565.5	43	23	24.33	974
 Actl6a 	 actin-like protein 6A 	 Q9Z2N8 	88.77	721921.9	27	10	32.4	429
 Ppid 	 peptidyl-prolyl cis-trans isomerase D 	 Q9CR16 	114.05	725177.7	40	19	54.86	370
 Cdc37 	 hsp90 co-chaperone Cdc37 	 Q61081 	102.61	726224.1	31	14	35.09	379
 Sart1 	 U4/U6.U5 tri-snRNP-associated protein 1 	 Q9Z315 	101.66	726506.5	52	18	30.02	806
 Kars 	 lysine--tRNA ligase isoform 2 	 Q99MN1 	119.97	726690.3	35	20	38.32	595
 Mtdh 	 protein LYRIC 	 Q80WJ7 	93.89	728761.2	37	15	33.33	579
 Tcea1 	 transcription elongation factor A protein 1 isoform 2 	 P10711 	78.97	728921.3	33	11	41.86	301
 Gstp1 	 glutathione S-transferase P 1 	 P19157 	65.59	729680.4	27	10	47.62	210
 Rps21 	 40S ribosomal protein S21 	 Q9CQR2 	45.8	730479.6	20	7	65.06	83
 Dpysl2 	 PREDICTED: dihydropyrimidinase-related protein 2 isoform X1 	 nan 	143.87	731121.9	41	17	40.42	673
 Ubap2l 	 ubiquitin-associated protein 2-like isoform 3 	 Q80X50 	128.69	732250.9	48	17	25.18	1112
 Psap 	 prosaposin isoform B precursor 	 Q61207 	17.93	734336	11	4	8.8	557
 Idh3a 	 isocitrate dehydrogenase 	 Q9D6R2 	78.04	735116.9	32	13	35.79	366
 Rab7 	 ras-related protein Rab-7a 	 P51150 	107.79	735631.4	31	16	68.12	207
 Sf3a3 	 splicing factor 3A subunit 3 	 Q9D554 	88.4	737919.2	37	15	32.14	501
 Smchd1 	 structural maintenance of chromosomes flexible hinge 	 Q6P5D8 	149.81	737941.6	48	30	19.83	2007
 Dars 	" aspartate--tRNA ligase, cytoplasmic isoform 1 "	 Q922B2 	104.39	739581.1	41	20	43.31	501
 Rpn2 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 Q9DBG6 	114.08	739586.3	37	15	26.31	631
 Upf1 	 regulator of nonsense transcripts 1 isoform a 	 Q9EPU0 	162.8	743251.5	43	28	34.34	1124
 U2af2 	 splicing factor U2AF 65 kDa subunit isoform 1 	 P26369 	98.74	744194.7	42	15	45.89	475
 Prpf19 	 pre-mRNA-processing factor 19 isoform 2 	 Q99KP6 	127.73	744396.7	30	13	42.46	504
 Capza2 	 F-actin-capping protein subunit alpha-2 	 P47754 	89.38	746943.3	34	10	60.49	286
 Irf2bp2 	 interferon regulatory factor 2-binding protein 2 	 E9Q1P8 	95.83	747670.5	40	16	46.14	570
 Dock2 	 dedicator of cytokinesis protein 2 	 Q8C3J5 	160.64	748392.3	52	32	21.23	1828
 Iars2 	" isoleucine--tRNA ligase, mitochondrial precursor "	 Q8BIJ6 	95.2	751565.3	39	16	19.66	1012
 Ddx3x 	 ATP-dependent RNA helicase DDX3X 	 Q62167 	129.22	754269.9	39	21	37.76	662
 Anxa6 	 annexin A6 isoform a 	 P14824 	143.51	754699.5	40	21	35.07	673
 Tardbp 	 TAR DNA-binding protein 43 isoform 1 	 Q921F2 	69.4	756649	36	10	27.05	414
 Arhgdia 	 rho GDP-dissociation inhibitor 1 	 Q99PT1 	61.82	758569.2	28	8	46.08	204
 Bin2 	 bridging integrator 2 	 S4R270 	94.5	762809.5	42	18	36.83	505
 Cnot1 	 PREDICTED: CCR4-NOT transcription complex subunit 1 isoform X5 	 Q6ZQ08 	115.31	766776.4	43	22	11.87	2376
 Ran 	 GTP-binding nuclear protein Ran 	 P62827 	59.25	767091.8	36	9	43.06	216
 Psmd2 	 26S proteasome non-ATPase regulatory subunit 2 	 Q8VDM4 	98.79	773693.7	58	16	22.91	908
 Top2b 	 DNA topoisomerase 2-beta 	 Q64511 	148.3	774827.2	46	27	22.21	1612
 Set 	 protein SET isoform 1 	 Q9EQU5 	67.11	777556.9	23	8	24.22	289
 Ssrp1 	 FACT complex subunit SSRP1 	 Q08943 	124.74	777906.2	38	21	30.08	708
 Nono 	 non-POU domain-containing octamer-binding protein 	 Q99K48 	92.07	784456.6	34	19	50.53	473
 Eif4g1 	 eukaryotic translation initiation factor 4 gamma 1 isoform a 	 Q6NZJ6 	140.82	789876.8	42	22	18.81	1600
 Apex1 	 DNA-(apurinic or apyrimidinic site) lyase 	 P28352 	126.93	791596.3	31	16	59.31	317
 Cse1l 	 exportin-2 	 Q9ERK4 	92.52	792334.3	27	18	21.32	971
 Safb 	 scaffold attachment factor B1 	 D3YXK2 	147.36	794747.2	36	18	26.25	937
 Sdha 	 succinate dehydrogenase 	 Q8K2B3 	122.25	796273	38	19	33.28	664
 Cct7 	 T-complex protein 1 subunit eta 	 P80313 	116.26	798597.3	34	16	36.58	544
 Fus 	 RNA-binding protein FUS 	 P56959 	48.9	799205.4	30	9	13.51	518
 Rpl3 	 60S ribosomal protein L3 	 P27659 	87.19	799400.7	35	12	30.77	403
 C1qbp 	 complement component 1 Q subcomponent-binding protein 	 Q8R5L1 	79.67	800111.1	39	8	34.05	279
 Elavl1 	 ELAV-like protein 1 	 P70372 	100.12	802350.4	28	13	49.39	326
 Lrrc59 	 leucine-rich repeat-containing protein 59 	 Q922Q8 	69.88	805258.3	42	13	43	307
 Sun2 	 SUN domain-containing protein 2 isoform 1 	 Q8BJS4 	133.13	809147.4	38	19	41.18	731
 Cdc42 	 cell division control protein 42 homolog isoform 1 precursor 	 P60766 	68.24	810791.3	40	9	43.98	191
 Esyt1 	 extended synaptotagmin-1 	 Q3U7R1 	119.91	816116.9	40	18	20.7	1092
 Arpc1b 	 actin-related protein 2/3 complex subunit 1B 	 Q9WV32 	72.94	816719.1	32	10	32.26	372
 Ybx3 	 Y-box-binding protein 3 short isoform 	 Q9JKB3 	110.32	818166.6	43	12	61.64	292
 Ddx39b 	 spliceosome RNA helicase Ddx39b 	 Q9Z1N5 	106.24	819726.8	30	16	43.93	428
 Rpl7a 	 60S ribosomal protein L7a 	 P12970 	60.03	821065.2	32	13	43.98	266
 Rps4x 	" 40S ribosomal protein S4, X isoform "	 P62702 	91.37	822479.9	47	18	54.75	263
 Hcls1 	 hematopoietic lineage cell-specific protein 	 P49710 	99.86	822713.3	37	18	44.24	486
 Rpl5 	 60S ribosomal protein L5 	 P47962 	66.53	823567.1	35	11	38.38	297
 Son 	 protein SON isoform 1 	 Q9QX47 	133.65	826054.7	39	21	12.15	2444
 Hnrnpul2 	 heterogeneous nuclear ribonucleoprotein U-like protein 2 	 Q00PI9 	136.08	826119.5	39	21	32.35	745
 Prrc2c 	 protein PRRC2C 	 Q3TLH4 	129.85	826709.9	43	22	12.65	2846
 Ckap4 	 cytoskeleton-associated protein 4 	 Q8BMK4 	146.89	829680.1	42	24	46.61	575
 Ganab 	 neutral alpha-glucosidase AB isoform 1 	 Q8BHN3 	115.13	831031.2	49	21	28.16	966
 Acadl 	" long-chain specific acyl-CoA dehydrogenase, mitochondrial precursor "	 P51174 	99.57	831708.9	33	14	35.81	430
 Cct4 	 T-complex protein 1 subunit delta 	 P80315 	135.74	833341.4	41	22	52.88	539
 Ptpn6 	 tyrosine-protein phosphatase non-receptor type 6 isoform b 	 P29351 	123.21	834682.5	46	20	40.54	597
 Smc2 	 structural maintenance of chromosomes protein 2 	 Q8CG48 	156.92	835234.1	44	32	28.46	1191
 Anxa5 	 annexin A5 	 P48036 	93.84	837202.9	33	18	54.86	319
 Nme2 	 nucleoside diphosphate kinase B 	 Q01768 	80.9	847242.5	38	11	72.37	152
 Eef1g 	 elongation factor 1-gamma 	 Q9D8N0 	87.47	851251.4	42	14	25.86	437
 Lta4h 	 leukotriene A-4 hydrolase isoform 1 	 P24527 	165.19	852148.8	41	23	44.35	611
 Pcbp2 	 poly(rC)-binding protein 2 isoform 1 	 Q61990 	85.69	858040.5	20	9	33.7	362
 Shmt2 	" serine hydroxymethyltransferase, mitochondrial isoform 1 "	 Q9CZN7 	120.79	858141.4	38	21	47.42	504
 Tmpo 	 lamina-associated polypeptide 2 isoform epsilon 	 Q61029 	80.68	858443.2	40	11	28.32	452
 Lars 	" leucine--tRNA ligase, cytoplasmic "	 Q8BMJ2 	156.93	859224.6	51	28	25.3	1178
 Uggt1 	 UDP-glucose:glycoprotein glucosyltransferase 1 precursor 	 Q6P5E4 	153.53	859433.4	45	27	22.76	1551
 Rplp0 	 60S acidic ribosomal protein P0 	 P14869 	73.45	860837.9	30	9	40.69	317
 Cap1 	 adenylyl cyclase-associated protein 1 	 P40124 	90.22	869859.5	35	17	49.79	474
 Rpl17 	 60S ribosomal protein L17 	 Q6ZWZ7 	70.42	876483.4	39	11	47.83	184
 Acaa2 	" 3-ketoacyl-CoA thiolase, mitochondrial "	 Q8BWT1 	160.42	876953.7	46	17	71.28	397
 Eef1d 	 elongation factor 1-delta isoform b 	 P57776 	85.3	879272.5	25	12	54.8	281
 Ubtf 	 nucleolar transcription factor 1 isoform 1 	 A2AWT5 	114.28	884212.7	48	21	27.49	764
 Rpl10a 	 60S ribosomal protein L10a 	 Q5XJF6 	49.02	884800	26	8	33.64	217
 Caprin1 	 caprin-1 isoform a 	 Q60865 	97.31	885377.2	36	15	38.19	707
 Atp5h 	" ATP synthase subunit d, mitochondrial "	 Q9DCX2 	94.67	888995.5	38	14	76.4	161
 Suclg2 	 succinyl-CoA ligase 	 Q9Z2I8 	130.52	890402.5	36	17	48.96	433
 Canx 	 calnexin precursor 	 P35564 	94.59	893390.5	43	15	26.4	591
 Nap1l4 	 nucleosome assembly protein 1-like 4 isoform a 	 Q78ZA7 	117.93	896376.6	39	15	48.96	386
