UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD	
Q99JW2	ACY1	 aminoacylase-1 	Acy1	994	29.88	262947.7	13	7	25.98	408	
Q9R1T2	SAE1	 SUMO-activating enzyme subunit 1 isoform a 	Sae1	706	38.05	387096.1	13	7	30.86	350	
Q80UV9	TAF1	 transcription initiation factor TFIID subunit 1 	Taf1	2914	7.66	341197.0	11	7	5.71	1893	
P50247	SAHH	 predicted gene 4737 	Gm4737	587	42.47	1295932.3	21	7	19.68	432	
Q9DBC7	KAP0	 cAMP-dependent protein kinase type I-alpha regulatory subunit 	Prkar1a	835	34.14	290294.2	12	7	25.46	381	
Q61171	PRDX2	 peroxiredoxin-2 	Prdx2	346	56.33	2394211.7	31	7	34.34	198	
Q8CI32	BAG5	 BAG family molecular chaperone regulator 5 	Bag5	457	48.31	373352.0	12	7	25.95	447	
P28271	ACOC	 cytoplasmic aconitate hydratase 	Aco1	505	46.19	240377.0	10	7	15.52	889	
O08709	PRDX6	 peroxiredoxin-6 isoform 1 	Prdx6	550	43.82	1264430.8	23	7	38.39	224	
P29594	CASP2	 caspase-2 precursor 	Casp2	603	41.95	355089.8	10	7	23.45	452	
P47941	CRKL	 crk-like protein isoform 1 	Crkl	535	44.35	474402.6	17	7	36.96	303	
Q61166	MARE1	 microtubule-associated protein RP/EB family member 1 	Mapre1	515	45.49	507507.3	18	7	29.85	268	
P97770	THUM3	 THUMP domain-containing protein 3 	Thumpd3	592	42.23	325668.9	8	7	17.62	505	
P70290	EM55	 55 kDa erythrocyte membrane protein 	Mpp1	639	40.70	339972.9	12	7	27.90	466	
O35226	PSMD4	 26S proteasome non-ATPase regulatory subunit 4 isoform 2 	Psmd4	407	51.72	550805.8	17	7	31.38	376	
P46638	RB11B	 ras-related protein Rab-11B 	Rab11b	909	32.49	594612.1	16	7	38.53	218	
Q60972	RBBP4	 histone-binding protein RBBP4 	Rbbp4	315	59.45	1915965.6	31	7	34.82	425	
P70335	ROCK1	 rho-associated protein kinase 1 	Rock1	2176	12.97	166466.8	7	7	6.50	1354	
Q62376	RU17	 U1 small nuclear ribonucleoprotein 70 kDa 	Snrnp70	773	35.78	660510.7	21	7	13.17	448	
Q64674	SPEE	 spermidine synthase 	Srm	780	35.66	334836.1	9	7	31.13	302	
P13439	UMPS	 uridine 5'-monophosphate synthase 	Umps	600	42.09	602001.4	16	7	15.59	481	
O08539	BIN1	 myc box-dependent-interacting protein 1 isoform 1 	Bin1	594	42.17	474227.1	13	7	16.84	588	
O54834	RHG06	 rho GTPase-activating protein 6 isoform a 	Arhgap6	1925	15.42	522820.7	7	7	11.35	987	
P24270	CATA	 catalase 	Cat	735	37.06	300974.3	10	7	18.03	527	
P60766	CDC42	 cell division control protein 42 homolog isoform 1 precursor 	Cdc42	320	59.04	1071705.4	22	7	42.41	191	
G3X9H5	G3X9H5	 huntingtin 	Htt	1672	18.42	260018.9	7	7	3.91	3120	
Q99020	ROAA	 heterogeneous nuclear ribonucleoprotein A/B isoform 2 	Hnrnpab	373	54.30	2111792.3	34	7	25.96	285	
P19467	MUC13	 mucin-13 precursor 	Muc13	1127	26.64	258809.4	10	7	15.88	573	
P26041	MOES	 moesin 	Msn	916	32.14	436430.5	15	7	14.04	577	
O35685	NUDC	 nuclear migration protein nudC 	Nudc	1089	27.55	482262.5	15	7	23.19	332	
P97868	RBBP6	 E3 ubiquitin-protein ligase RBBP6 isoform 1 	Rbbp6	1167	25.90	307587.6	9	7	6.31	1790	
Q9Z0H3	SNF5	 SWI/SNF-related matrix-associated actin-dependent regulator of 	Smarcb1	799	35.00	249328.9	10	7	28.05	385	
P08228	SODC	 superoxide dismutase 	Sod1	556	43.45	1199444.6	26	7	68.18	154	
Q9Z2I9	SUCB1	 succinyl-CoA ligase 	Sucla2	692	38.51	229263.2	9	7	22.46	463	
Q93092	TALDO	 transaldolase 	Taldo1	615	41.60	864446.4	19	7	20.18	337	
P10711	TCEA1	 transcription elongation factor A protein 1 isoform 2 	Tcea1	1673	18.40	230983.8	10	7	26.25	301	
Q80X41	VRK1	 serine/threonine-protein kinase VRK1 isoform a 	Vrk1	794	35.13	644881.4	18	7	21.59	440	
Q61624	ZN148	 zinc finger protein 148 	Zfp148	1763	17.32	185928.2	8	7	12.47	794	
O88532	ZFR	 zinc finger RNA-binding protein 	Zfr	1170	25.87	204928.3	11	7	8.57	1074	
Q9JHS4	CLPX	 ATP-dependent Clp protease ATP-binding subunit clpX-like 	Clpx	1253	24.30	346932.2	9	7	15.14	634	
Q8BGW1	FTO	 alpha-ketoglutarate-dependent dioxygenase FTO 	Fto	585	42.51	345501.9	12	7	21.51	502	
P47811	MK14	 mitogen-activated protein kinase 14 isoform 1 	Mapk14	923	31.95	352237.4	14	7	27.50	360	
Q9Z2U0	PSA7	 proteasome subunit alpha type-7 isoform 1 	Psma7	462	48.01	791162.9	20	7	32.66	248	
Q9CZ04	CSN7A	 COP9 signalosome complex subunit 7a isoform 1 	Cops7a	899	32.81	247203.4	7	7	29.09	275	
O35639	ANXA3	 annexin A3 	Anxa3	1914	15.52	289288.2	9	7	22.91	323	
Q9ER72	SYCC	" cysteine--tRNA ligase, cytoplasmic isoform 1 "	Cars	907	32.57	373392.8	12	7	13.00	831	
Q8CIG8	ANM5	 protein arginine N-methyltransferase 5 isoform 1 	Prmt5	834	34.15	237997.5	8	7	15.07	637	
O55029	COPB2	 coatomer subunit beta' 	Copb2	901	32.66	245243.7	9	7	10.06	905	
Q99N15	Q99N15	 3-hydroxyacyl-CoA dehydrogenase type-2 	Hsd17b10	332	57.67	588351.6	18	7	53.26	261	
O70551	SRPK1	 SRSF protein kinase 1 	Srpk1	1517	20.47	297892.5	14	7	17.13	648	
P28658	ATX10	 ataxin-10 	Atxn10	962	30.79	332077.7	11	7	18.74	475	
Q9JKX6	NUDT5	 ADP-sugar pyrophosphatase 	Nudt5	631	40.99	300697.3	13	7	32.11	218	
P29758	OAT	" ornithine aminotransferase, mitochondrial precursor "	Oat	704	38.09	415139.2	13	7	24.83	439	
Q9QYJ3	DNJB1	 dnaJ homolog subfamily B member 1 isoform 1 	Dnajb1	859	33.67	291065.3	10	7	23.24	340	
Q6DFW4	NOP58	 nucleolar protein 58 	Nop58	813	34.65	255302.5	10	7	17.54	536	
Q9QXD6	F16P1	" fructose-1,6-bisphosphatase 1 "	Fbp1	649	40.29	325414.8	9	7	26.04	338	
Q7TT18	MCAF1	 activating transcription factor 7-interacting protein 1 	Atf7ip	3060	6.96	224357.4	9	7	7.96	1306	
Q8K2T8	PAF1	 RNA polymerase II-associated factor 1 homolog 	Paf1	642	40.59	450496.4	9	7	17.94	535	
P54227	STMN1	 stathmin 	Stmn1	689	38.70	1586312.9	32	7	40.94	149	
Q9WUL7	ARL3	 ADP-ribosylation factor-like protein 3 	Arl3	590	42.33	350683.2	10	7	48.35	182	
Q9R1T4	43714	 septin-6 isoform 2 	6-Sep	417	51.08	657639.8	19	7	28.21	429	
Q9JJU8	SH3L1	 SH3 domain-binding glutamic acid-rich-like protein 	Sh3bgrl	498	46.46	587924.1	13	7	69.30	114	
Q9ESU6	BRD4	 bromodomain-containing protein 4 isoform 1 	Brd4	1058	28.22	342171.9	12	7	6.50	1400	
Q80UM7	MOGS	 mannosyl-oligosaccharide glucosidase 	Mogs	881	33.07	344676.8	14	7	11.75	834	
Q69ZP4		 negative elongation factor B isoform 1 	Nelfb	1184	25.55	260263.6	11	7	18.15	628	
Q9D7G0	PRPS1	 ribose-phosphate pyrophosphokinase 1 	Prps1	793	35.21	566416.3	19	7	33.33	318	
O35737	HNRH1	 heterogeneous nuclear ribonucleoprotein H 	Hnrnph1	388	53.22	901475.9	27	7	27.84	449	
Q9EQQ9	OGA	 protein O-GlcNAcase 	Mgea5	1783	17.12	202392.3	7	7	9.93	916	
Q9CPY7	AMPL	 cytosol aminopeptidase 	Lap3	727	37.34	363215.7	12	7	18.88	519	
Q9D1J3	SARNP	 SAP domain-containing ribonucleoprotein 	Sarnp	871	33.33	698968.8	17	7	45.71	210	
Q9CQ60	6PGL	 6-phosphogluconolactonase isoform 1 	Pgls	354	55.91	955210.3	33	7	39.30	257	
Q8CH25	SLTM	 SAFB-like transcription modulator isoform a 	Sltm	732	37.23	202131.8	9	7	10.28	1031	
Q3UKC1	TAXB1	 tax1-binding protein 1 homolog 	Tax1bp1	788	35.36	464852.4	15	7	12.41	814	
Q99MN9	PCCB	" propionyl-CoA carboxylase beta chain, mitochondrial isoform 1 "	Pccb	553	43.69	379364.6	11	7	18.85	541	
Q9D1P4	CHRD1	 cysteine and histidine-rich domain-containing protein 1 	Chordc1	489	46.79	431914.4	10	7	32.02	331	
Q9DB05	SNAA	 alpha-soluble NSF attachment protein 	Napa	787	35.38	319535.8	8	7	30.85	295	
Q9CZ30	OLA1	 obg-like ATPase 1 isoform a 	Ola1	851	33.86	734797.2	13	7	22.47	396	
Q6ZQ73	CAND2	 cullin-associated NEDD8-dissociated protein 2 	Cand2	1129	26.61	297261.8	9	7	7.61	1235	
Q9D8N0	EF1G	 elongation factor 1-gamma 	Eef1g	874	33.20	423147.7	13	7	12.59	437	
Q99L45	IF2B	 eukaryotic translation initiation factor 2 subunit 2 	Eif2s2	857	33.75	445359.5	10	7	30.51	331	
Q7TT37	ELP1	 elongator complex protein 1 	Ikbkap	1123	26.69	230828.7	9	7	8.18	1333	
Q9CQE8	RTRAF	 UPF0568 protein C14orf166 homolog 	2700060E02Rik	623	41.23	603929.7	20	7	36.48	244	
Q91VX2	UBAP2	 ubiquitin-associated protein 2 	Ubap2	1002	29.71	310066.1	16	7	13.25	1132	
Q99KJ8	DCTN2	 dynactin subunit 2 isoform 3 	Dctn2	465	47.84	664797.6	17	7	26.62	402	
Q9DAW6	PRP4	 U4/U6 small nuclear ribonucleoprotein Prp4 	Prpf4	429	50.20	403660.2	11	7	19.19	521	
Q6KCD5	NIPBL	 nipped-B-like protein isoform a 	Nipbl	2063	14.04	146508.8	9	7	3.50	2798	
Q9DC48	PRP17	 pre-mRNA-processing factor 17 	Cdc40	804	34.93	531839.4	16	7	17.79	579	
Q9CW46	RAVR1	 ribonucleoprotein PTB-binding 1 	Raver1	931	31.69	419960.8	18	7	18.58	748	
Q6P1F6	2ABA	 serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B 	Ppp2r2a	479	47.40	379617.1	13	7	25.50	447	
Q810A7	DDX42	 ATP-dependent RNA helicase DDX42 	Ddx42	668	39.47	419059.5	14	7	12.59	929	
Q9CZU3	MTREX	 superkiller viralicidic activity 2-like 2 	Skiv2l2	604	41.93	541438.1	14	7	10.87	1040	
Q924C1	XPO5	 exportin-5 	Xpo5	695	38.45	258065.3	8	7	8.55	1204	
Q6ZQ58	LARP1	 la-related protein 1 	Larp1	756	36.33	344395.1	8	7	11.47	1072	
Q91W89	MA2C1	 alpha-mannosidase 2C1 	Man2c1	3667	4.60	344571.0	9	7	9.24	1039	
A2AQ19	RTF1	 RNA polymerase-associated protein RTF1 homolog precursor 	Rtf1	1157	26.15	286591.3	9	7	10.63	715	
Q9EQH2	ERAP1	 endoplasmic reticulum aminopeptidase 1 precursor 	Erap1	930	31.77	572912.4	16	7	9.68	930	
Q9D0R2	SYTC	" threonine--tRNA ligase, cytoplasmic "	Tars	1316	23.32	284138.1	13	7	10.80	722	
Q9JHQ5	LZTL1	 leucine zipper transcription factor-like protein 1 	Lztfl1	1007	29.61	226802.6	7	7	28.76	299	
Q9ERG2	STRN3	 striatin-3 isoform 1 	Strn3	1122	26.70	237617.0	8	7	13.57	796	
Q99PP7	TRI33	 E3 ubiquitin-protein ligase TRIM33 isoform 1 	Trim33	839	34.06	513270.0	9	7	7.46	1140	
Q99J77	SIAS	 sialic acid synthase 	Nans	719	37.63	534478.0	19	7	31.75	359	
Q921H8	THIKA	" 3-ketoacyl-CoA thiolase A, peroxisomal precursor "	Acaa1a	619	41.39	437052.3	16	7	25.47	424	
Q9EST5	AN32B	 acidic leucine-rich nuclear phosphoprotein 32 family member B 	Anp32b	999	29.77	1031254.5	26	7	24.63	272	
Q9ET01	PYGL	" glycogen phosphorylase, liver form "	Pygl	764	36.06	227752.3	9	7	11.41	850	
Q99P88	NU155	 nuclear pore complex protein Nup155 	Nup155	832	34.17	295181.9	11	7	6.04	1391	
P81270	ERG	 transcriptional regulator ERG isoform 1 	Erg	343	56.74	489846.5	19	7	27.98	486	
Q8BML9	SYQ	 glutamine--tRNA ligase 	Qars	690	38.69	323181.2	10	7	12.77	775	
Q922Q8	LRC59	 leucine-rich repeat-containing protein 59 	Lrrc59	524	44.77	664393.8	17	7	29.32	307	
Q9EQP2	EHD4	 EH domain-containing protein 4 	Ehd4	755	36.40	306262.8	10	7	15.90	541	
Q91WN1	DNJC9	 dnaJ homolog subfamily C member 9 	Dnajc9	1182	25.60	532848.3	13	7	27.03	259	
Q7TQI3	OTUB1	 ubiquitin thioesterase OTUB1 	Otub1	819	34.52	553762.6	15	7	31.00	271	
Q7TPR4	ACTN1	 alpha-actinin-1 	Actn1	801	34.99	378819.6	10	7	11.55	892	
Q8K0D5	EFGM	" elongation factor G, mitochondrial "	Gfm1	608	41.81	381550.8	10	7	12.78	751	
Q05CL8	LARP7	 la-related protein 7 	Larp7	1080	27.75	504165.4	14	7	15.26	570	
F8WIE5	F8WIE5	 E3 ubiquitin-protein ligase HECTD1 	Hectd1	1624	19.01	221008.0	9	7	4.02	2610	
Q8BWY3	ERF1	 eukaryotic peptide chain release factor subunit 1 	Etf1	777	35.72	298997.9	12	7	22.20	437	
Q99LF4	RTCB	 tRNA-splicing ligase RtcB homolog 	Rtcb	569	42.91	661469.2	15	7	19.21	505	
Q99KE1	MAOM	" NAD-dependent malic enzyme, mitochondrial precursor "	Me2	431	50.03	415255.8	13	7	19.19	589	
Q99LI7	CSTF3	 cleavage stimulation factor subunit 3 isoform 1 	Cstf3	525	44.71	307057.0	12	7	13.81	717	
P62835	RAP1A	 ras-related protein Rap-1A precursor 	Rap1a	1376	22.31	628500.6	14	7	39.67	184	
Q99J36	THUM1	 THUMP domain-containing protein 1 	Thumpd1	667	39.48	666583.0	14	7	22.86	350	
Q8BMF4	ODP2	 dihydrolipoyllysine-residue acetyltransferase component of pyruvate 	Dlat	865	33.53	443582.3	11	7	15.11	642	
Q9Z148	EHMT2	 histone-lysine N-methyltransferase EHMT2 isoform a 	Ehmt2	1135	26.52	281570.4	10	7	11.08	1263	
Q5XJY5	COPD	 coatomer subunit delta 	Arcn1	1311	23.38	256145.5	9	7	15.26	511	
Q8K389	CK5P2	 CDK5 regulatory subunit-associated protein 2 isoform 1 	Cdk5rap2	3215	6.35	243829.6	9	7	5.27	1822	
Q91YH5	ATLA3	 atlastin-3 isoform 2 	Atl3	818	34.58	336477.1	11	7	18.48	541	
A2AWA9	RBGP1	 rab GTPase-activating protein 1 isoform a 	Rabgap1	2152	13.22	201311.7	10	7	10.15	1064	
Q8C050	KS6A5	 ribosomal protein S6 kinase alpha-5 	Rps6ka5	1061	28.09	252804.2	7	7	13.21	863	
Q8K2H4	ACAP1	" arf-GAP with coiled-coil, ANK repeat and PH domain-containing "	Acap1	645	40.41	384423.4	11	7	15.68	740	
Q8R2M2	TDIF2	 deoxynucleotidyltransferase terminal-interacting protein 2 	Dnttip2	900	32.77	367059.9	14	7	12.14	758	
Q3TKC5	Q3TKC5	 amidophosphoribosyltransferase 	Ppat	965	30.65	346305.9	12	7	17.41	517	
G3X972	G3X972	 protein transport protein Sec24C isoform 1 	Sec24c	696	38.45	290908.3	9	7	10.13	1096	
P27612	PLAP	 phospholipase A-2-activating protein 	Plaa	419	50.87	328868.9	12	7	15.87	794	
Q7TSI3	PP6R1	 serine/threonine-protein phosphatase 6 regulatory subunit 1 	Ppp6r1	845	33.97	474330.7	19	7	13.79	856	
Q8CDG3	VCIP1	 deubiquitinating protein VCIP135 	Vcpip1	984	30.11	162990.6	9	7	8.20	1220	
E9PYL2	PRR12	 proline-rich protein 12 	Prr12	1883	16.00	198265.4	7	7	6.63	2035	
E9Q6A7	E9Q6A7	 nucleosome-remodeling factor subunit BPTF 	Bptf	1720	17.78	225626.4	8	7	3.36	2921	
Q8BI84	TGO1	 melanoma inhibitory activity protein 3 precursor 	Mia3	2624	9.36	170110.3	9	7	4.72	1930	
Q6WVG3	KCD12	 BTB/POZ domain-containing protein KCTD12 	Kctd12	718	37.64	241827.5	9	7	33.64	327	
Q9CZD3	GARS	 glycine--tRNA ligase 	Gars	792	35.28	439916.1	12	7	11.25	729	
Q99P72	RTN4	 reticulon-4 isoform A 	Rtn4	441	49.67	365202.4	15	7	10.67	1162	
Q6PD26	PIGS	 GPI transamidase component PIG-S 	Pigs	766	35.98	220162.1	10	7	18.02	555	
Q6NZL1	Q6NZL1	 probable ATP-dependent RNA helicase DHX37 	Dhx37	2214	12.65	310880.3	10	7	8.61	1150	
P42227	STAT3	 signal transducer and activator of transcription 3 isoform 1 	Stat3	1028	29.02	266073.0	12	7	14.68	770	
Q91WJ8	FUBP1	 PREDICTED: far upstream element-binding protein 1 isoform X10 	Fubp1	596	42.15	661933.6	13	7	13.36	651	
Q4LDD4	ARAP1	" PREDICTED: arf-GAP with Rho-GAP domain, ANK repeat and PH "	Arap1	1373	22.37	353107.5	10	7	5.92	1452	
Q8CH18	CCAR1	 PREDICTED: cell division cycle and apoptosis regulator protein 1 	Ccar1	830	34.18	255500.3	9	7	7.85	1146	
nan		 PREDICTED: exportin-T isoform X2 	Xpot	1315	23.33	263013.1	8	7	9.69	960	
nan		 PREDICTED: protein kinase C and casein kinase substrate in neurons 	Pacsin2	1001	29.72	434905.9	15	7	21.70	447	
E9Q3L2	PI4KA	 PREDICTED: phosphatidylinositol 4-kinase alpha isoform X1 	Pi4ka	1826	16.66	227432.4	8	7	4.51	2105	
E9PYV1	E9PYV1	 PREDICTED: glucocorticoid receptor isoform X1 	Nr3c1	779	35.72	221229.8	9	7	14.12	793	
nan		 PREDICTED: genetic suppressor element 1 isoform X1 	Gse1	1198	25.33	336707.2	10	7	7.28	1579	
nan		 PREDICTED: splicing factor 1 isoform X2 	Sf1	972	30.39	416204.3	12	7	12.60	611	
Q62036	CP131	 PREDICTED: centrosomal protein of 131 kDa isoform X1 	Cep131	1953	15.14	171840.2	10	7	9.25	1060	
nan		 PREDICTED: transcriptional repressor NF-X1 isoform X2 	Nfx1	3163	6.55	243868.1	9	7	10.92	815	
nan		 PREDICTED: golgin subfamily A member 2 isoform X2 	Golga2	1304	23.52	369484.8	12	7	8.95	994	
P59997	KDM2A	 lysine-specific demethylase 2A 	Kdm2a	3389	5.71	265416.7	9	8	11.28	1161	
Q5PSV9	MDC1	 mediator of DNA damage checkpoint protein 1 	Mdc1	854	33.78	321559.5	12	8	8.02	1708	
Q5DW34	EHMT1	 histone-lysine N-methyltransferase EHMT1 isoform 1 	Ehmt1	1052	28.38	348365.1	10	8	9.57	1296	
Q9QYC0	ADDA	 alpha-adducin isoform 1 	Add1	435	49.90	414494.8	14	8	17.28	735	
A0A0A0MQ73	A0A0A0MQ73	 histone-lysine N-methyltransferase 2D 	Kmt2d	1740	17.58	364249.1	9	8	2.68	5588	
Q8BYW1	RHG25	 rho GTPase-activating protein 25 isoform a 	Arhgap25	1563	19.90	340147.0	9	8	18.06	648	
Q4FZC9	SYNE3	 nesprin-3 isoform alpha 	Syne3	648	40.31	397164.7	18	8	10.77	975	
F7BJB9	MORC3	 MORC family CW-type zinc finger protein 3 	Morc3	938	31.42	207226.1	8	8	13.91	942	
O35638	STAG2	 cohesin subunit SA-2 isoform 1 	Stag2	1342	22.89	354941.0	13	8	8.29	1231	
Q8BVE8	NSD2	 histone-lysine N-methyltransferase NSD2 isoform 1 	Whsc1	1633	18.92	241996.5	9	8	9.08	1366	
E9Q5F9	SETD2	 histone-lysine N-methyltransferase SETD2 	Setd2	2462	10.47	199751.9	11	8	3.98	2537	
Q14AX6	CDK12	 cyclin-dependent kinase 12 isoform 1 	Cdk12	946	31.34	371580.6	13	8	8.42	1484	
P35564	CALX	 calnexin precursor 	Canx	757	36.33	706314.8	17	8	13.20	591	
E0CYH0	E0CYH0	 pre-mRNA-splicing regulator WTAP isoform a 	Wtap	661	39.93	315527.8	12	8	20.96	396	
Q9QYB5	ADDG	 gamma-adducin isoform b 	Add3	551	43.79	458370.0	15	8	19.29	674	
Q3UEB3	PUF60	 poly(U)-binding-splicing factor PUF60 isoform c 	Puf60	763	36.09	744229.4	24	8	19.04	499	
Q9EP71	RAI14	 ankycorbin 	Rai14	789	35.34	335096.2	10	8	12.77	979	
Q3UH06	RREB1	 ras-responsive element-binding protein 1 isoform 2 	Rreb1	1037	28.83	356065.4	18	8	6.90	1754	
P62806	H4	 histone H4 	Hist1h4m	646	40.39	1645958.2	34	8	62.14	103	
Q9D8U8	SNX5	 sorting nexin-5 	Snx5	589	42.33	389728.9	11	8	25.49	404	
Q58A65	JIP4	 C-Jun-amino-terminal kinase-interacting protein 4 isoform 5 	Spag9	1251	24.41	256281.9	9	8	10.67	1321	
O35613	DAXX	 death domain-associated protein 6 	Daxx	2087	13.75	267576.5	12	8	13.65	740	
P26638	SYSC	" serine--tRNA ligase, cytoplasmic isoform 2 "	Sars	824	34.40	319612.9	11	8	22.27	512	
Q8BJS4	SUN2	 SUN domain-containing protein 2 isoform 1 	Sun2	715	37.71	299265.4	10	8	15.73	731	
Q5SQX6	CYFP2	 cytoplasmic FMR1-interacting protein 2 	Cyfip2	708	38.00	814379.2	12	8	8.06	1253	
Q6P1H6	ANKL2	 ankyrin repeat and LEM domain-containing protein 2 isoform 1 	Ankle2	1150	26.28	308876.7	11	8	13.69	964	
E9Q5M7	E9Q5M7	 integrin alpha-L isoform 1 precursor 	Itgal	1778	17.18	281312.3	10	8	8.86	1162	
Q9WU42	NCOR2	 nuclear receptor corepressor 2 isoform 2 	Ncor2	726	37.40	295740.1	11	8	4.72	2332	
Q6NZF1	ZC11A	 zinc finger CCCH domain-containing protein 11A 	Zc3h11a	379	53.89	301904.2	11	8	15.53	792	
Q78ZA7	NP1L4	 nucleosome assembly protein 1-like 4 isoform a 	Nap1l4	326	58.68	1461942.2	36	8	21.50	386	
E9QAT0	E9QAT0	 fragile X mental retardation protein 1 homolog isoform 2 	Fmr1	1070	27.95	329297.8	17	8	20.20	589	
Q9CSU0	RPR1B	 regulation of nuclear pre-mRNA domain-containing protein 1B isoform 	Rprd1b	212	70.77	640288.2	22	8	37.12	326	
Q3UJB9	EDC4	 enhancer of mRNA-decapping protein 4 isoform 1 	Edc4	459	48.16	461438.0	15	8	9.39	1406	
O89053	COR1A	 coronin-1A isoform 1 	Coro1a	955	31.06	867356.7	20	8	19.52	461	
Q8C1B7	43719	 septin-11 isoform 1 	11-Sep	651	40.19	395035.1	12	8	28.77	431	
Q60605	MYL6	 myosin light polypeptide 6 isoform MLC3nm 	Myl6	565	43.14	1157302.4	23	8	49.67	151	
P14869	RLA0	 60S acidic ribosomal protein P0 	Rplp0	237	68.36	1946489.9	38	8	39.75	317	
O08808	DIAP1	 protein diaphanous homolog 1 isoform 2 	Diaph1	1008	29.59	559130.6	17	8	7.09	1255	
P32233	DRG1	 developmentally-regulated GTP-binding protein 1 	Drg1	513	45.55	334788.1	10	8	32.15	367	
Q61655	DD19A	 ATP-dependent RNA helicase DDX19A 	Ddx19a	768	35.93	386558.5	15	8	19.67	478	
P26443	DHE3	" glutamate dehydrogenase 1, mitochondrial precursor "	Glud1	383	53.53	699203.3	21	8	18.82	558	
P51859	HDGF	 hepatoma-derived growth factor 	Hdgf	463	47.96	821022.8	28	8	38.40	237	
Q60848	HELLS	 lymphocyte-specific helicase 	Hells	1160	26.12	309077.6	10	8	13.28	821	
P16332	MUTA	" methylmalonyl-CoA mutase, mitochondrial precursor "	Mut	509	46.05	329206.3	10	8	14.97	748	
P33611	DPOA2	 DNA polymerase alpha subunit B isoform 1 	Pola2	771	35.78	336427.7	10	8	21.50	600	
P17742	PPIA	 peptidyl-prolyl cis-trans isomerase A 	Ppia	469	47.73	5402907.6	51	8	34.15	164	
P20664	PRI1	 DNA primase small subunit 	Prim1	520	44.92	422140.2	11	8	25.42	417	
P62192	PRS4	 26S protease regulatory subunit 4 	Psmc1	742	36.88	699657.0	18	8	24.55	440	
P35979	RL12	 60S ribosomal protein L12 	Rpl12	229	69.32	1827174.9	41	8	54.55	165	
P54103	DNJC2	 dnaJ homolog subfamily C member 2 	Dnajc2	677	39.13	314866.5	11	8	17.07	621	
P54822	PUR8	 adenylosuccinate lyase 	Adsl	601	42.08	285226.8	12	8	27.69	484	
E9Q616	E9Q616	 neuroblast differentiation-associated protein AHNAK isoform 1 	Ahnak	4048	1.88	280603.8	8	8	1.84	5656	
Q810B6	ANFY1	 rabankyrin-5 	Ankfy1	1203	25.21	253220.2	11	8	11.29	1169	
Q5RKN9	Q5RKN9	 F-actin-capping protein subunit alpha-1 	Capza1	215	70.45	1070852.4	30	8	45.10	286	
Q9CPX4	Q9CPX4	 ferritin light chain 1 	Ftl1	376	53.94	829128.7	22	8	55.74	183	
P05202	AATM	" aspartate aminotransferase, mitochondrial "	Got2	329	58.17	1024008.4	19	8	20.00	430	
P49312	ROA1	 heterogeneous nuclear ribonucleoprotein A1 isoform a 	Hnrnpa1	393	52.96	2190565.3	47	8	30.31	320	
Q6P9P6	KIF11	 kinesin-like protein KIF11 	Kif11	1120	26.73	248544.7	8	8	8.75	1052	
P06151	LDHA	 L-lactate dehydrogenase A chain isoform 1 	Ldha	625	41.11	922381.4	21	8	26.81	332	
P46935	NEDD4	 E3 ubiquitin-protein ligase NEDD4 	Nedd4	910	32.44	399659.7	13	8	10.03	887	
P47911	RL6	 60S ribosomal protein L6 	Rpl6	492	46.71	908239.8	30	8	20.95	296	
Q64324	STXB2	 syntaxin-binding protein 2 	Stxbp2	680	39.05	341801.9	13	8	19.56	593	
P36371	TAP2	 antigen peptide transporter 2 	Tap2	374	54.16	394843.7	10	8	13.68	702	
P62960	YBOX1	 nuclease-sensitive element-binding protein 1 	Ybx1	341	57.03	972927.4	36	8	33.54	322	
Q9WVJ2	PSD13	 26S proteasome non-ATPase regulatory subunit 13 	Psmd13	1250	24.42	393884.7	13	8	21.28	376	
Q9Z0P5	TWF2	 twinfilin-2 	Twf2	244	67.64	545652.6	16	8	32.95	349	
P70441	NHRF1	 Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	Slc9a3r1	588	42.37	616403.6	20	8	30.14	355	
P53996	CNBP	 cellular nucleic acid-binding protein isoform 1 	Cnbp	1195	25.40	633224.9	29	8	45.51	178	
P00493	HPRT	 hypoxanthine-guanine phosphoribosyltransferase 	Hprt	514	45.53	957079.3	22	8	55.50	218	
O88967	YMEL1	 ATP-dependent zinc metalloprotease YME1L1 	Yme1l1	659	40.03	380034.0	11	8	18.18	715	
Q3U1J4	DDB1	 DNA damage-binding protein 1 	Ddb1	731	37.24	325459.3	10	8	8.77	1140	
P56960	EXOSX	 exosome component 10 	Exosc10	555	43.61	534804.3	15	8	11.50	887	
Q9JIH2	NUP50	 nuclear pore complex protein Nup50 	Nup50	620	41.38	722379.6	15	8	30.26	466	
Q8CDN6	TXNL1	 thioredoxin-like protein 1 	Txnl1	351	55.96	509424.7	20	8	32.18	289	
Q9JLI8	SART3	 squamous cell carcinoma antigen recognized by T-cells 3 	Sart3	559	43.37	369161.0	12	8	12.58	962	
P97351	RS3A	 40S ribosomal protein S3a 	Rps3a1	657	40.07	928308.2	21	8	27.65	264	
Q91VW5	GOGA4	 golgin subfamily A member 4 	Golga4	1576	19.69	305638.9	9	8	5.05	2238	
